success,time_to_target,sim_duration,min_safety_margin,n_safety_violations,control_effort,mpc_infeasible_steps,n_steps,level,ic_idx,traj_id
True,0.44999999999999996,0.44999999999999996,0.46095686397691454,0,7.515628576424331,0,9,nominal,262,103
True,1.2500000000000004,1.2500000000000004,7.793583495810179e-07,0,32.64725816784203,0,25,nominal,272,104
True,0.9000000000000002,0.9000000000000002,6.709321273383936e-07,0,20.69989702283973,0,18,nominal,275,105
True,1.2000000000000004,1.2000000000000004,3.6919985493047808e-06,0,29.4314116517369,0,24,nominal,277,106
True,1.2500000000000004,1.2500000000000004,8.281476894308426e-06,0,30.174543386945917,0,25,nominal,278,107
True,1.0500000000000003,1.0500000000000003,3.044735534060442e-06,0,27.630056706546995,0,21,nominal,286,108
True,0.7500000000000001,0.7500000000000001,1.5948971214950847,0,16.0971323366293,0,15,nominal,288,109
True,1.2500000000000004,1.2500000000000004,8.38056388087991e-06,0,41.32726735585978,0,25,nominal,289,110
True,0.8000000000000002,0.8000000000000002,6.9606443659520805,0,14.216683353795922,0,16,nominal,294,111
True,1.2500000000000004,1.2500000000000004,2.8681734378084684e-06,0,34.57395631184534,0,25,nominal,296,112
True,0.9500000000000003,0.9500000000000003,0.8397753815726479,0,16.238167252484587,0,19,nominal,297,113
True,0.49999999999999994,0.49999999999999994,7.615936252152264,0,10.544184033740429,0,10,nominal,299,114
True,0.9000000000000002,0.9000000000000002,3.83622633623428e-06,0,19.59672127257638,0,18,nominal,301,115
True,1.0500000000000003,1.0500000000000003,6.218804864873814e-06,0,24.298485836166225,0,21,nominal,302,116
True,0.9000000000000002,0.9000000000000002,2.7551176860706287e-06,0,18.772942095643664,0,18,nominal,310,117
True,0.65,0.65,5.205687850445236,0,11.474784692390871,0,13,nominal,311,118
True,0.65,0.65,9.475628101797582,0,14.330132906770913,0,13,nominal,318,119
True,0.7500000000000001,0.7500000000000001,2.4206633501079122,0,15.050348128262035,0,15,nominal,319,120
True,1.0500000000000003,1.0500000000000003,5.019869615563493e-06,0,24.429791000320883,0,21,nominal,322,121
True,0.39999999999999997,0.39999999999999997,1.2947264729779853,0,8.866743743830902,0,8,nominal,332,122
True,0.25,0.25,9.443811769925194,0,6.997466966056354,0,5,nominal,335,123
True,1.2000000000000004,1.2000000000000004,1.7567561920764337e-06,0,31.400338510240594,0,24,nominal,336,124
True,0.9500000000000003,0.9500000000000003,3.827536669466394e-06,0,19.769325458861875,0,19,nominal,338,125
